X,Y,OBJECTID,Record_Num,Date_Updated,AgencySiteService,PublicComments,AgencyName,ServiceName,ServiceName2,SiteName,AlternateName,FormerName,LegalName,OfficePhone,TollFreePhone,TTYPhone,AfterHoursPhone,TextPhone,CrisisPhone,Fax,EMail,Website,SocialMedia,PrimaryContact,PrimaryContactEmail,PrimaryContactFax,PrimaryContactName,PrimaryContactPhone,PrimaryContactTitle,AlternateContact,VolunteerCoordinator,EmailForm,ParentAgencyRecordNum,ParentAgencyName,DescriptionAgency,LegalStatus,Established,PrimaryExecutive,PrimaryExecutiveEmail,PrimaryExecutiveFax,PrimaryExecutiveName,PrimaryExecutivePhone,PrimaryExecutiveTitle,AlternateExecutive,Funding,Elections,DescriptionService,Hours,Dates,Meetings,AreasServed,Boundaries,Eligibility,Application,Languages,Fees,AdditionalServices,SiteLocation,LocatedInCommunity,SiteBuilding,SiteCity,SiteCountry,SitePostalCode,SiteProvince,SiteStreetName,SiteStreetDirection,SiteStreetNum,SiteStreetType,SiteAddressSuffix,Longitude,Geocoding,Latitude,Intersection,MailBoxType,MailBuilding,Mail_CO,MailCity,MailCountry,MailPOBox,MailPostal,MailProvince,MailStreetName,MailStreetDirection,MailStreetNum,MailStreetType,MailAddressSuffix,PhysicalAccess,Taxonomy,AdditionalServiceSites,AgencySites,AgencyServices,RecordOwnerAgency
603778.0484,4784578.9338,20907,ACT0661,20240130,"Agency ; Site ; Service",,Federated Women's Institutes of Ontario,Federated Women's Institutes of Ontario,,Wellington-Halton District,"Federated Women's Institutes of Ontario ; FWIO",,,Provincial Office 905-662-2691,,,,,,,fwio@fwio.on.ca,fwio.on.ca,"Facebook: www.facebook.com/FWIOntario
Instagram: www.instagram.com/FWIOntario
X (Twitter): www.twitter.com/FWIOntario",,,,,,,,,,,,"<p>A not-for-profit charitable organization with affiliations around the world, working with and for women in rural and small town Ontario</p>",(51) Registered Charity,"1897 in Stoney Creek, Ontario",,,,,,,,"Fundraising ; Fees - membership",Annually in the Spring,"<p>FWIO is the governing body for the provincial organization Wellington-Halton District consists of six branches: four in Halton include <a href=""https://halton.cioc.ca/record/ACT0662"">Ashgrove</a>, ",<p>Provincial Office: Tue-Fri 9 am-5 pm</p>,,,"Halton Region ; Wellington County - (parts of)",,Women,"<p>Call or <a href=""https://www.viethconsulting.com/members/newmem/new-mem-reg.php?org_id=FWIO"" target=""_blank"">visit the website</a> for registration form</p>",English,Membership,,,Stoney Creek,"Erland Lee (Museum) Home, Provincial Office",Stoney Creek,,L8J 2Y6,ON,Ridge,,552,Rd,,-79.722493,"Site Address data
43.2068610, -79.7224930",43.206861,Ridge Rd and Dewitt Rd,,,,,,,,,,,,,,Partially Accessible,"Service Clubs ~ Women ; Women's Advocacy Groups",,Limehouse - Mailing Address * Milton - Mailing Address * Norval - Mailing Address * Rockwood - No Physical Address,Ashgrove Women's Institute * Dublin Women's Institute * Norval Women's Institute * Silver-Wood Women's Institute,Information Halton Hills
588512.706,4833577.6417,20908,ACT0681,20240711,"Site ; Service",,Service Canada - Halton Region,Federal Government Services,Georgetown,Georgetown,Canada. Service Canada,,,,"Service Canada 1-800-622-6232 (1-800-O-Canada); 
CPP/OAS 1-800-277-9914; 
Employers Hiring Foreign Workers 1-866-556-5518;
Record of Employment - Services for Employers: Orders, Information and Record","Service Canada 1-800-926-9105;
Employment Insurance 1-800-529-3742;
Income Security Program 1-800-255-4786;
Record of Employment - Services for Employers: Orders, Information and Record of Employment ",,,,,,https://www.servicecanada.gc.ca/tbsc-fsco/sc-dsp.jsp?rc=3252&lang=eng,"X (Twitter): https://twitter.com/ServiceCanada_E
YouTube: https://www.youtube.com/user/ServiceCanadaE",,,,,,,,,,OAK0040,Service Canada - Halton Region,,,,,,,,,,,,,"<p>One-stop service delivery for a wide range of federal programs and services includes:</p>
<p>All Canadians</p>
<ul>
<li>apprenticeship grants &nbsp;</li>
<li>benefits finder &nbsp;</li>
<li>Canadia","<p>Mon-Fri, 8:30 am-4 pm (closed from 12 noon-12:30 pm)</p>",,,Halton Region,,Varies with program,"<p>To book an appointment online for Passport Service, visit <a href=""https://eservices.canada.ca/en/reservation/"" target=""_blank"">eServiceCanada</a></p>
<p>For assistance with the following, please complete an online <a href=""https://eservices.canada.ca/en/service/"">eServiceCanada service request form</a> and Service Canada will call within 2 business days:</p>
<ul>
<li>Employment Insurance</li>
<li>Canada Pension Plan</li>
<li>Canada Pension Plan Disability</li>
<li>Old Age Security</li>
<li>Guaranteed Income Supplement</li>
<li>Social Insurance Number</li>
<li>Veterans Affairs Canada Services</li>
<li>Ukraine immigration measures: financial assistance</li>
<li>Grants and Contributions Online Services</li>
<li>Record of employment on the web</li>
<li>Canadian Dental Care Plan</li>
</ul>","English ; French",for some services,,,Georgetown,,Georgetown,,L7G 4B1,ON,Guelph,,232,St,1st Flr,-79.90243,"Site Address data
43.6499290, -79.9024300",43.649929,Mountainview Rd and Guelph St (Hwy 7),,,,,,,,,,,,,,Fully Accessible,"Allowance for the Survivor Program ; Canada Child Benefit Information ; Canada Pension Plan ; Canada Pension Plan Disability Benefit ; Canada Pension Plan Survivors Benefit ; Certificates/Forms Assistance ~ Government Services Issues ; Employment Insurance ; Federal Government Information Services ~ Government Services Issues ; Guaranteed Income Supplement ; Job Information ; Old Age Security Program ; Passports ; Social Insurance Number Documentation ; Specialized Information and Referral ~ Government Services Issues ; Summer Employment",,,,Information Oakville
588185.3822,4834031.4203,20909,ACT0694,20230907,"Agency ; Site ; Service",,Wastewise,Thrift Store,,Georgetown,,,,905-873-8122,,,,,,,wastewise@wastewise.ca,www.wastewise.ca,Facebook: www.facebook.com/WastewiseHaltonHills/,"Amber Zarb-Salisbury, Store Manager",,,Amber Zarb-Salisbury,,Store Manager,,,,,,<p>A community resource centre for donation of household items and reusable goods</p>,(51) Registered Charity,1991,,,,,,,,"Donations ; Sale of Goods - resale of donated items",,"<ul>
<li>accepts donations of household items including e-waste and metal</li>
<li>see <a href=""https://www.wastewise.ca/?donate"">website</a> for a full list of acceptable goods</li>
<li>resells items",<p>Tue-Sun 9 am-5 pm</p>,,,"Halton Region ; Peel Region",,No restrictions,<p>No application required</p>,English,None,,,Georgetown,,Georgetown,,L7G 4R9,ON,Armstrong,,12,Ave,,-79.906414,"Site Address data
43.6540530, -79.9064140",43.654053,Mountainview Rd and Hwy 7,,,,,,,,,,,,,,Fully Accessible,"Clothing Donation Programs ; Donation Drop Off Points ; Household Goods Donation Programs ; Leisure Equipment/Supplies Donation Programs ; Office Equipment/Supplies Donation Programs ; Recycling ; Thrift Shops",,,,Information Halton Hills
588512.706,4833577.6417,20910,ACT0704,20240117,"Agency ; Site ; Service",,Niagara Escarpment Commission,Niagara Escarpment Commission,,Georgetown - Guelphview Square,,,,905-877-5191,,,,,,,necgeorgetown@ontario.ca,www.escarpment.org,,"Danielle D'Silva, Senior Marketing and Communications Advisor; Phone: 905-877-8144; Email: danielle.dsilva@ontario.ca",danielle.dsilva@ontario.ca,,Danielle D'Silva,905-877-8144,Senior Marketing and Communications Advisor,,,,,,"<p>An agency of the Ministry of Natural Resources and Forestry that operates at ""arm's length"" from the Ontario government in accordance with the Niagara Escarpment Planning and Development Act.&nbsp;",(30) Provincial Government,1973,,,,,,,,Provincial,,"<p>The Escarpment is a height of land and related topography extending 725 kilometres through south central Ontario from Queenston to Tobermory.&nbsp;<br>&nbsp;<br>The Commission fulfills the followin","<ul>
<li>Office: Mon-Fri 9 am-5 pm</li>
<li>meetings monthly at the Georgetown Office to consider permit applications</li>
<li>people wishing to speak should notify the Commission in advance</li>
</ul>",,,"Dufferin County ; Halton Region ; Hamilton ; Niagara Region ; Peel Region",,No restrictions,<p>Call for information</p>,"English ; French",None,,,Georgetown,Guelphview Square,Georgetown,,L7G 4B1,ON,Guelph,,232,St,3rd Flr,-79.90243,"Site Address data
43.6499290, -79.9024300",43.649929,Mountainview Rd and Guelph St,,,,,,,,,,,,,,Partially Accessible - some assistance required with elevator door and operation,"Land Conservation ; Land Development Services ; Planning/Coordinating/Advisory Groups ~ Environmental Issues",,,,Information Halton Hills
605462.7598,4810888.7315,20911,ACT0718,20240708,"Agency ; Site ; Service",,Halton Community Legal Services,Halton Community Legal Services,,Oakville - Dorval Dr,HCLS,,,905-875-2069,,,,,,905-845-5927,,www.haltonlegal.ca,"Facebook: https://www.facebook.com/haltonlegal
Instagram: https://www.instagram.com/haltonlegal
X (Twitter): https://twitter.com/HaltonLegal",,,,,,,,,,,,<p>A community legal clinic funded by Legal Aid Ontario to provide legal aid services to low income residents of Halton</p>,(51) Registered Charity,October 1977,,,,,,,,Provincial - Legal Aid Ontario,AGM September,"<p>Community legal clinic that helps low-income individuals living in Halton with their legal problems, for free.</p>
<ul>
<li>Office is located in Oakville, but staff are available to meet clients in",<p>Office: Mon-Fri 8:30 am-4:30 pm</p>,,,Halton Region,,"Must meet financial eligibility criteria for service, call for further details",<p>Call for information</p>,"English ; Interpretive Services - available if needed",None,,,Oakville,Oakville Corporate Centre,Oakville,,L6K 3V3,ON,Dorval,,700,Dr,Suite 400,-79.696705,"Site Address data
43.4434750, -79.6967050",43.443475,Dorval Dr and Wyecroft Rd,,,,,,,,,,,,,,Fully Accessible - Oakville office,"Community Legal Clinics ; Discrimination Assistance ; Employment Insurance Benefits Assistance ; General Benefits and Services Assistance ; General Legal Aid ; Legal Counselling ; Legal Information Services ; Name/Gender Identity Modification Assistance ; Outreach Programs ~ Legal Issues ; Pension Benefits Assistance ; Tenant Rights Information/Counselling ; Welfare Rights Assistance",,,,Information Oakville
590943.0179,4820570.1618,20912,ACT0736,20240604,"Agency ; Site ; Service",,Trout Unlimited Canada - Greg Clark Chapter,Environmental Improvement Group,,Halton and Area Chapters - Mailing Address,,,,Toll free 1-800-909-6040,,,,,,,tu.gregclark@gmail.com,tucanada.org/chapters/greg-clark-chapter/,"Facebook: https://www.facebook.com/tucgregclark?mibextid=ZbWKwL
Instagram: https://www.instagram.com/tu_gregclark?igsh=amIybWFlZGpwaGVj
YouTube: https://youtube.com/@tucgregclark1507?si=fmoQGZz3xJznjE","Albert Carwana, Greg Clark Chapter President; Email: tu.gregclark@gmail.com",tu.gregclark@gmail.com,,Albert Carwana,,Greg Clark Chapter President,,,,,,"<p>Our Chapter's mission is to conserve, protect and restore the freshwater ecosystems for current and future generations in Ontario's Credit River watershed. We work closely with our national organiz",(51) Registered Charity,,,,,,,,,"Fundraising ; Donations ; Fees",Spring,"<p>Major Services:</p>
<ul>
<li>stream rehabilitation and restoration projects within the Credit River watershed</li>
</ul>",<p>Contact for information</p>,,,Halton Region,,No restrictions,<p>Contact for membership information</p>,English,Membership,,,Halton Region,,Halton Region,,,ON,,,,,,-79.874484,"Site Address data
43.5325370, -79.8744840",43.532537,,,,,Toronto,,,M6G 3K5,ON,Frank,,6,Cres,,Not Applicable - no physical address,"Environmental Improvement Groups ; Watershed Conservation",,,,Information Halton Hills
571550.9842,4825550.1412,20913,ACT0750,20240102,"Agency ; Site ; Service",,Ontario Electric Railway Historical Association,Streetcar Museum,,Halton County Radial Railway,"Halton County Radial Railway ; HCRR ; OERHA",,,519-856-9802,,,,,,,streetcar@hcry.org,hcry.org,"Facebook: https://www.facebook.com/HaltonCountyRadialRailway
Instagram: https://www.instagram.com/streetcarmuseum/?hl=en
X (Twitter): twitter.com/streetcarmuseum
YouTube: www.youtube.com/user/hcrrmark","Jim Sorensen, Business Manager; Email: sorensenjj@aol.com",sorensenjj@aol.com,,Jim Sorensen,,Business Manager,"Jim Sorensen, the Ontario Electric Railway Historical Association; Phone: 519-822-0034",,,,,"<p>Dedicated to the preservation, restoration and operation of early forms of transportation.</p>",(51) Registered Charity,"1954; incorporated in 1962","Robert Lubinski, President",,,Robert Lubinski,,President,"Tom Twigge-Molecey, General Manager","Fundraising ; Donations ; Fees - gate receipts",April,"<p>A full-size operating electric railway and museum, featuring historic electric railcars operating on two kilometers of track</p>
<ul>
<li>membership offers opportunity for unique volunteer work, le","<ul>
<li>open from the first Saturday in May until the last Sunday in October</li>
<li>open weekends and holidays from 10 am to 5 pm for the months of May, June, Sept, &amp; Oct (the first departure is at 11 o'clock and the last departure is at 4:30 pm)</li>
<li>operate five days a week schedule for the months of July &amp; August, closed Tuesdays and Wednesdays</li>
<li>open at 10am all days and close at 4:30 on the weekdays and 5 pm on the weekends and holidays (last departure is 1/2 hour before closing)</li>
<li>special Events outside of these hours are adjusted annually</li>
</ul>",,,"Halton Region ; Wellington County",,No restrictions,<p>Pay admission fee at gate</p>,English,Admission - includes unlimited streetcar rides and access to display barns and gift shop. See website for pricing details.,,"Guelph Line, 15 km north of 401 Exit 312 or Wellington Reg. Road # 44, 5 km south of Hwy 7",Milton,,Milton,,L0P 1B0,ON,Guelph,,13629,Line,,-80.113792,"Site Address data
43.5794830, -80.1137920",43.579483,Guelph Line and 30 SdRd,Box,Station Main,Ontario Electric Railway Historical Association,Milton,,578,L9T 5A2,ON,,,,,,Partially Accessible,"Historic Preservation ; Historical Societies ; Museums",,,,Information Milton
586630.2035,4831440.375,20914,ACT0807,20240216,"Agency ; Site ; Service",,Georgetown Little Theatre Productions,Georgetown Little Theatre Productions,,Georgetown Little Theatre Productions,GLT,,,905-877-3422,,,,,,,info@georgetownlittletheatre.ca,www.georgetownlittletheatre.ca,"Facebook: https://www.facebook.com/GLTJester/
Instagram: www.instagram.com/_georgetownlittletheatre",,,,,,,,,,,,"<p>Community theatre group composed of an adult's group, youth group, an improv group and productions film club.</p>",(51) Registered Charity,1960,"Dave Borgal, President; Phone: (Cell) 647-380-1108; Email: president@georgetownlittletheatre.ca",president@georgetownlittletheatre.ca,,Dave Borgal,(Cell) 647-380-1108,President,"Taylor Grist, Vice President; Email: vicepresident@georgetownlittletheatre.ca","Donations ; Fees ; Foundation - Trillium Foundation",Jun,"<ul>
<li>""Mainstage"" productions performed at John Elliott Theatre, 9 Church St, Georgetown</li>
<li>""OffStage"" and ""Youth Co."" productions performed at either GLT Studio, 33 Stewarttown Rd. or Acton ",<p>Hours not specified</p>,,,Halton Region,,Ages: 10 year(s) and up,<p>No application required</p>,English,Membership - email for more information,,,Georgetown,GLT Studio (Workshop & Rehearsal hall),Georgetown,,L7G 4S5,ON,Stewarttown,,33,Rd,,-79.926112,"Site Address data
43.6309100, -79.9261120",43.63091,Trafalgar Rd and 15th SdRd,,GLT Studio,Dave Borgal,Georgetown,,,L7G 4S5,ON,Stewarttown,,33,Rd,,Fully Accessible,"Community Theatre Groups ; Theatre Performances",,,,Information Halton Hills
589719.557,4831552.6939,20915,ACT0840,20230718,"Site ; Service","<p><a href=""http://www.hipinfo.ca/record/OAK2712"">The Halton Child Care Directory and Information Line (CCDIL)</a> provides parents with free, personalized assistance in choosing child care. &nbsp;<br",Conseil scolaire catholique MonAvenir,Licensed Child Care Centre,,Georgetown - Porte Soleil Daycare,CSCMA,,,905-873-0967,,,,,,905-873-0791,garderie.ps@cscmonavenir.ca,cscmonavenir.ca/sdg/garderie-porte-soleil/,,"Isabelle Gagnon, Supervisor; Email: igagnon@cscmonavenir.ca",igagnon@cscmonavenir.ca,,Isabelle Gagnon,,Supervisor,,,,OAK1894,Conseil scolaire catholique MonAvenir,,,1993,,,,,,,,"Federal ; Fees",,"<p>Government licensed child care centre for children aged 18 months to 12 years who have one or more parents that speak French</p>
<ul>
<li>full time and part time options available, including meals<",<p>Mon-Fri 7 am-6 pm</p>,,,Halton Region,,Ages: 1.5 year(s) - 12 year(s),<p>Call for information</p>,"English ; French - exclusively, one parent must speak French","Program ; Fee assistance available for those assessed to be in financial need.",,,Georgetown,Ecole Sacre Coeur,Georgetown,,L7G 5P7,ON,Miller,,34,Dr,,-79.887804,"Site Address data
43.6315550, -79.8878040",43.631555,Mountainview Rd S and Argyll Rd,,,,,,,,,,,,,,Fully Accessible,"Child Care Centres ~ Francophone Community ; Extended Child Care ~ Francophone Community",,,,"The Halton Resource Connection, Child Care Directory and Information Line"
590035.0972,4830136.8612,20916,ACT0881,20241011,"Agency ; Site ; Service",,Halton Amateur Radio Club,Halton Amateur Radio Club,,Georgetown,HARC Inc,,,,,,,,,,secretary@harc.on.ca,www.harc.on.ca,,,,,,,,,,,,,<p>Club for licensed radio amateurs and those interested in the art and science of radio communications.</p>,(50) Non Profit,19 Nov 1977,,,,,,,,"Fundraising ; Fees - annual membership dues",May,<p>Club for licensed radio amateurs and those interested in the art and science of radio communications</p>,"<ul>
<li>In-person meetings are held second Tue of each month, 7:30 pm at Halton Hills Fire Department</li>
<li>for more information, call on air VE3OD 147.135 Mhz or VE3THA 443.425 Mhz or email for information</li>
</ul>",<p>Sep-Jun</p>,,Halton Region,,No restrictions,<p>Email or attend a meeting</p>,English,Membership - annual fee,,,Georgetown,Halton Hills Fire Department (meeting location),Georgetown,,L7G 4S5,ON,10th,,14007,Side Rd,,-79.884129,"Site Address data
43.6187710, -79.8841290",43.618771,8th Line and 10 Side Rd,,,,,,,,,,,,,,Fully Accessible - meeting location,Amateur Radio Clubs,,,,Information Halton Hills
586401.4203,4832900.6788,20917,ACT0899,20240618,"Agency ; Site ; Service",,Georgetown Highland Games,Georgetown Highland Games,,Georgetown Fairgrounds,Halton Peel Highland Games Association,,,,,,,,,,georgetownhighlandgames@gmail.com,georgetownhighlandgames.com,"Facebook: www.facebook.com/GeorgetownHighlandGames/
Instagram: https://www.instagram.com/georgetownhighlandgames","Sue McCarrol, President; Email: smccarrol@duckett-mccarrol.com",smccarrol@duckett-mccarrol.com,,Sue McCarrol,,President,"Adrian Miller, Vice-President; Email: adrianmiller1971@yahoo.ca",,,,,<p>Promotes and coordinates the spirit of Scottish music and games</p>,(50) Non Profit,1976,,,,,,,,"Donations ; Special Event Sponsors",Fall,"<p>Organizes the Georgetown Highland Games held annually in June offering:</p>
<ul>
<li>pipes and drums</li>
<li>dancing&nbsp;</li>
<li>heavy events</li>
<li>heritage animals</li>
<li>concessions and ","<ul>
<li>contact for information about committee meetings</li>
<li>yearly on the 2nd Saturday in June</li>
</ul>",,,"Halton Region ; Peel Region",,Ages: 18 year(s) and up,<p>Contact for details</p>,English,Admission,,,Georgetown,,Georgetown,,,ON,Georgetown Fairgrounds,,,,,-79.928714,"Site Address data
43.6440830, -79.9287140",43.644083,,Box,,Highland Games,Georgetown,,16,L7G 4T1,ON,,,,,,Fully Accessible,"Competitions/Contests ; Cultural Heritage Programs ~ Scottish Community ; Special Events",,,,Information Halton Hills
586572.4723,4835758.883,20918,ACT1022,20231025,"Agency ; Site ; Service","<p>Volunteers interested in helping in areas such as gallery staff, serving on committees or the Board of Directors, or in other aspects of organizing and running this non-profit organization are welc",Williams Mill Creative Arts Studios,Williams Mill Creative Arts Studios,,Glen Williams,,Williams Mill Visual Arts Centre,,,,,,,,,info@williamsmill.ca,www.williamsmill.com,"Facebook: www.facebook.com/Williams-Mill-Creative-Arts-Studios-191830674280891/
Instagram: instagram.com/williamsmillart","Doug Brock, President; Phone: 416-884-5436; Email: dougbrock7@gmail.com",dougbrock7@gmail.com,,Doug Brock,416-884-5436,President,,,,,,"<p>Provides studio space for artists of various media including ceramics, drawing, fiber, glass, jewelry, printmaking, sculpture</p>",(50) Non Profit,1995,,,,,,,,"Provincial - Ontario Trillium Foundation ; Fees - meeting rentals * gallery spaces * classes, workshops, lectures ; Sale of Goods ; Sale of Goods",,"<p>Offers visitors the opportunity to interact directly with the artists, experience their work in progress and purchase a variety of art</p>
<ul>
<li>showcases the works of other renowned artists and","<ul>
<li>Courtyard &amp; Stone Building Studios: Wed-Sun 12 noon-5 pm</li>
<li>Glen Williams Glass: every day 12 noon-5 pm</li>
<li>Main Street Studios: Wed-Sun 12 noon-5 pm</li>
<li>The Glen Tavern: Tue-Sat from 5 pm (dinner reservations recommended)</li>
<li>contact individual artists through the website at www.williamsmill.com</li>
</ul>",,,"Durham Region ; Halton Region ; Peel Region ; York Region",,No restrictions,"<ul>
<li>application required for specific classes</li>
<li><a href=""https://williamsmill.com/learning/"">see website for more information</a></li>
</ul>",English,"Program - art education classes ; Service - meeting rentals, studio and gallery space",,,Halton Hills,,Glen Williams,,L7G 3S9,ON,Main,,515,St,,-79.926135,"Site Address data
43.6697940, -79.9261350",43.669794,Confederation St and Main St,Box,,,Halton Hills,,3,L7G 3S9,ON,Main,,515,St,,"Partially Accessible - washroom, Williams Mill Gallery, Arts Education Centre and some studio locations are accessible * meeting space available in the Arts Education Centre is accessible, including w","Artist Services ; Arts and Crafts Instruction ; Arts Centres ; Meeting Space ; Visual Arts",,,,Information Halton Hills
589825.1953,4830804.8647,20919,ACT3963,20240618,"Agency ; Site ; Service",,North Halton Rugby Football Club,North Halton Rugby Football Club,,Georgetown,"Rugby, TRU, Toronto Rugby, ORU, Rugby Ontario, Highlanders",,,,,,,,,,info@northhaltonrugby.com,www.northhaltonrugby.com,,,,,,,,,,,,,<p>A rugby football club.</p>,(50) Non Profit,1984,,,,,,,,Membership fees,,"<p>Rugby teams include:</p>
<ul>
<li>Senior Men's Teams</li>
<li>Senior Women's Teams</li>
<li>Junior Boys and Girls teams&nbsp;</li>
<li>Mini co-ed non contact rugby for under&nbsp; 8, 10 and 12</li>",<p>Hours vary</p>,<p>May-Sep. See website for registration details.</p>,,"Durham Region ; Halton Region ; Peel Region ; York Region",,Ages: 5 year(s) and up,<p>Email team contacts or visit website</p>,English,Membership,,,Georgetown,Gellert Community Park (game location),Georgetown,,L7G 4S5,ON,Eighth,,10241,Line,,-79.886619,"Manual map placement
43.6248100, -79.8866190",43.62481,10th Sideroad and 8th Line,,,,,,,,,,,,,,Fully Accessible,"Rugby ~ Men ; Rugby ~ Women ; Rugby ~ Youth",,,,Information Halton Hills
585171.502,4834175.4444,20920,ACT4058,20241011,"Agency ; Site ; Service",,Jehovah's Witnesses,Watch Tower Bible and Tract Society of Canada,,Georgetown - Canadian Head Office,Bethel,,,905-873-4100,,,,,,,,www.jw.org/en/jehovahs-witnesses/contact/canada/,,"Jonathan Ursuliak, Public Information Department; Phone: 905-873-4100 ext 2030; Email: InboxPID.ca@jw.org",InboxPID.ca@jw.org,,Jonathan Ursuliak,905-873-4100 ext 2030,Public Information Department,,,,,,<p>Canada branch office of Jehovah's Witnesses</p>,(51) Registered Charity,1981,,,,,,,,Donations,,"<p>Supports the ministry of Jehovah's Witnesses in Canada</p>
<ul>
<li>houses members of a religious order and printing operations for the <em>Watchtower</em> and <em>Awake!</em> magazines for North A",<p>Mon-Fri 8 am-5 pm</p>,,,"Canada ; Ontario",,No restrictions,<p>Call for information</p>,"English ; French",None,,,Georgetown,,Georgetown,Canada,L7G 4S4,ON,Highway 7,,13893,,,-79.94376,"Site Address data
43.6557010, -79.9437600",43.655701,Hwy 7 and Trafalgar Rd,,,,,,,,,,,,,,Fully Accessible,Nongovernmental Agency Departments ~ Jehovah's Witnesses Community,,,,Information Halton Hills
588416.0113,4833607.0221,20921,ACT4096,20240705,"Agency ; Site ; Service",,Chance to Play,Chance to Play,,No Physical Address,,,,,,,,,,,contactus@chancetoplay.ca,www.chancetoplay.ca,"Facebook: https://www.facebook.com/ChancetoPlay/
Instagram: www.instagram.com/chancetoplaycanada/
LinkedIn: https://www.linkedin.com/in/anita-bergsma-358b8455/
X (Twitter): twitter.com/Chance2Play","Anita Bergsma, Executive Director",,,Anita Bergsma,,Executive Director,,,,,,<p>Partners with local soccer clubs and community organizations to collect new and gently used soccer uniforms and equipment to be donated to communities in need in Canada and developing countries.</p,(50) Non Profit,,,,,,,,,Donations,,"<p>Donations of new and gently used soccer uniforms and equipment can be made in several different ways:</p>
<ul>
<li>finanacial donations of various levels of funding can be made <a href=""https://cha","<ul>
<li>no set hours</li>
<li>hours for donations listed in description</li>
</ul>",,,Ontario,,No restrictions,<p>No application required</p>,English,None,,,Halton Hills,,Georgetown,,,ON,,,,,,-79.903624,"Site Address data
43.6502050, -79.9036240",43.650205,,,,,,,,,,,,,,,Not Applicable - no physical location,"Leisure Equipment/Supplies Donation Programs ; Sports Equipment",,,,Information Halton Hills
588416.0113,4833607.0221,20922,ACT4120,20231117,"Agency ; Site ; Service",,Barth Syndrome Foundation of Canada,Barth Syndrome Foundation of Canada,,Georgetown - Mailing Address,"BSF ; BSFCa",,,905-873-2391,1-888-732-9458,,,,,,info@barthsyndrome.ca,www.barthsyndrome.ca,"Facebook: https://www.facebook.com/barthsyndromecanada/
Instagram: https://www.instagram.com/bsfcanada/",,,,,,,,,,,,"<p>A volunteer-based, charitable organization that works to find treatments, causes and a cure for Barth syndrome (BTHS).</p>",(51) Registered Charity,,"Susan Hone, President",,,Susan Hone,,President,,Donations,,"<p>On-going programs include:&nbsp;<br>&nbsp;<br><strong>Science and Research</strong></p>
<ul>
<li>participation in helping to fund approved Barth syndrome specific research in Canada and worldwide&n",<p>Contact for information</p>,,,"Canada ; Ontario",,Individuals and families affected by Barth Syndrome and those supporting the foundation's aims,<p>No application required</p>,English,None,,,Georgetown,,Georgetown,,,ON,,,,,,-79.903624,"Site Address data
43.6502050, -79.9036240",43.650205,,,,,Georgetown,,,L7G 5X7,ON,Guelph,,162,St,Suite 115,Not Applicable - Mailing address,"Disease/Disability Information ~ Mitochondrial Diseases ; Health/Disability Related Counselling ~ Mitochondrial Diseases ; Subject Specific Public Awareness/Education ~ Mitochondrial Diseases ; Voluntary Health Organizations ~ Mitochondrial Diseases",,,,Information Halton Hills
